,roundness,perimeter_ratio_to_diameter,compactness,eccentricity,aspect_ratio,rectangularity,narrow_factor,perimeter_ratio_major_minor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu7,mean_R,mean_G,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_R,kurtosis_G,kurtosis_B,contrast,correlation,energy,homogeneity
290,0.5637800000000001,3.5101,4.7212,0.37504,1.0787,0.76478,1.1325,2.0629,0.16392,0.000154,0.000125,2e-06,0.0,0.0,0.0,70.984,73.752,14.789000000000001,21.427,20.98,22.57800000000001,0.068423,0.033113,1.7386,3.5885,3.5497,6.1295,0.24354,0.9767299999999999,0.18173,0.88756
291,0.5473899999999999,3.3328,4.7914,0.62117,1.276,0.76751,1.1149,2.0833,0.16773,0.001607,0.000123,2e-06,0.0,0.0,0.0,76.007,76.687,17.483,20.305,20.284000000000002,22.965,0.62853,0.20085999999999998,1.4832,4.9397,3.6935,5.2833,0.25256,0.97919,0.182,0.88244
292,0.6198600000000001,3.1244,4.5026,0.61906,1.2733,0.7731100000000001,1.1229,1.9651,0.16643,0.001556,8.499999999999999e-05,0.0,0.0,0.0,0.0,69.48,62.731,6.4332,15.706,18.84,14.029000000000002,0.34049,0.002507,3.3341,5.0218,4.3836,19.686,0.19726,0.9843799999999999,0.2204,0.9077
293,0.57755,3.1724,4.6646,0.6766,1.358,0.77531,1.111,2.0298,0.16884000000000002,0.002512,9.9e-05,2e-06,0.0,0.0,0.0,70.906,69.955,11.454,20.337,21.641,20.187,0.29889,0.06487000000000001,2.1377,3.7689,3.5498,7.979,0.23428000000000002,0.98177,0.18788,0.89271
294,0.69233,3.0514,4.2604,0.60117,1.2514,0.77654,1.0998,1.8654,0.16504000000000002,0.001325,9.9e-05,1e-06,0.0,0.0,0.0,64.766,65.73899999999999,4.5045,18.0,18.727999999999998,11.122,-0.23049,-0.377,3.4375,4.0746,4.01,19.359,0.17128,0.9871,0.21898,0.91804
295,0.65671,3.6115,4.3744,0.36608,1.0746,0.76772,1.0238,1.9152,0.16324,0.00013700000000000002,0.000231,1e-06,0.0,0.0,0.0,74.087,75.53,18.104,19.4,19.836,22.331999999999997,0.11392000000000001,-0.071118,1.3130000000000002,4.0731,4.0072,4.7892,0.21498,0.9802299999999999,0.19663,0.9001399999999999
296,0.66204,3.1713,4.3567,0.56403,1.2109999999999999,0.77962,1.1023,1.9146,0.16328,0.0009539999999999999,6.8e-05,1e-06,0.0,0.0,0.0,71.625,74.877,0.54647,16.348,16.695,4.7436,-0.18725,-0.1733,13.262,5.0743,4.5588,234.29,0.21753000000000008,0.9805,0.21279,0.8952700000000001
297,0.5585600000000001,3.5001,4.7432,0.63966,1.301,0.7709,1.0432,2.0644,0.16779000000000002,0.0018629999999999999,0.000147,5e-06,0.0,0.0,0.0,77.032,77.42,21.969,17.004,17.695,22.046999999999997,0.24425,0.034825,0.87798,4.2223,3.9193,3.5168,0.20127,0.98026,0.21484,0.9045799999999999
298,0.6196,3.1794,4.5035,0.5753699999999999,1.2227,0.77657,1.1289,1.9743,0.16423,0.0010609999999999999,0.00011100000000000001,1e-06,0.0,0.0,0.0,77.763,76.89399999999998,10.595999999999998,17.01,18.186,17.487000000000002,0.27542,-0.010733,2.1333,3.7839,3.7583,8.7606,0.21011,0.98215,0.21045,0.8988299999999999
299,0.65174,3.447,4.391,0.54769,1.1952,0.7782399999999999,1.0279,1.9292,0.16318,0.0008289999999999999,8.2e-05,1e-06,0.0,0.0,0.0,76.54,71.62,16.798,16.212,18.628,18.996,0.22899999999999998,-0.033787,1.0675,4.4208,4.3275,3.9012,0.19508,0.98161,0.20813,0.9065700000000001
300,0.58648,3.364,4.6289,0.55124,1.1985,0.77518,1.1066,2.0294,0.1639,0.0008619999999999999,6.8e-05,0.0,0.0,0.0,0.0,73.824,74.557,13.597999999999999,17.328,18.246,19.705,0.20931,0.10833,1.7218,4.2872,3.9872,6.5986,0.20720999999999998,0.98264,0.20523000000000002,0.902
301,0.61324,3.0852,4.5268,0.68785,1.3777,0.77542,1.1008,1.9678,0.16955,0.0027600000000000003,0.00011499999999999999,2e-06,0.0,0.0,0.0,73.578,73.369,6.2004,18.942,20.041,15.093,0.27155,-0.013453,3.2828,3.7498,3.6176,16.587,0.22880999999999999,0.98169,0.19637000000000002,0.8926
302,0.5828800000000001,3.1565,4.6432,0.5908399999999999,1.2395,0.77064,1.1599,2.0263,0.16596,0.001231,0.000128,1e-06,0.0,0.0,0.0,75.00399999999998,72.516,18.508,20.282,21.028000000000002,22.675,0.47678999999999994,0.050972,1.3457,5.0323,3.8677,5.239,0.18691,0.98487,0.20597,0.9136
303,0.5858800000000001,3.3027,4.6313,0.61625,1.2698,0.76927,1.0915,2.0166,0.16715,0.001535,0.00015800000000000002,3e-06,0.0,0.0,0.0,79.015,71.104,29.682,17.303,19.871,24.629,0.20526,-0.0737,0.61539,4.4402,4.3239,3.5293,0.18103,0.98469,0.21986999999999998,0.91614
304,0.6016699999999999,3.4679,4.5701,0.60507,1.256,0.77705,1.0365,2.0013,0.16505999999999998,0.001368,5.6999999999999996e-05,1e-06,0.0,0.0,0.0,75.464,72.178,23.386,19.764,21.385,25.921999999999997,0.32445999999999997,0.014613,1.0318,3.7426,3.6488,3.6097,0.24605,0.97536,0.17758,0.88585
305,0.55035,3.3337,4.7784,0.6168399999999999,1.2705,0.7702399999999999,1.1159999999999999,2.0819,0.16696,0.001539,0.000151,1e-06,0.0,0.0,0.0,75.449,73.042,22.660999999999998,19.506,20.959,24.526999999999997,0.32321,-0.029156,1.1292,4.7594,3.9677,4.2938,0.19000999999999998,0.98434,0.20243,0.91156
306,0.59772,3.0679,4.5852,0.6744899999999999,1.3545,0.7761600000000001,1.1314,1.9967,0.16852,0.002462,5e-05,1e-06,0.0,0.0,0.0,72.857,74.214,2.0913,16.775,17.817999999999994,8.937999999999997,0.11810999999999999,-0.10825,7.0997,4.5358,4.3089,73.366,0.20856999999999998,0.9828,0.21066999999999997,0.9008700000000001
307,0.5907899999999999,3.1201,4.612,0.6651,1.3391,0.77256,1.1227,2.0055,0.16875,0.0022960000000000003,0.000121,3e-06,0.0,0.0,0.0,67.857,76.923,0.70507,21.675,20.906,6.8078,-0.029218,-0.057326,13.501,3.7626,3.5256,227.38,0.23246999999999998,0.9807100000000001,0.18839,0.89025
308,0.63132,2.8976,4.4615,0.71625,1.433,0.77413,1.1317,1.9314,0.17203,0.0035229999999999997,0.000174,6e-06,0.0,0.0,0.0,75.061,77.00399999999998,3.1776,17.349,18.104,10.788,-0.31890999999999997,-0.45782,5.3999,4.5361,4.4531,43.66,0.17081,0.9855,0.24405,0.91896
309,0.54194,3.3457,4.8154,0.58846,1.2368,0.75971,1.128,2.0868,0.16827,0.001241,0.000495,6e-06,0.0,0.0,0.0,75.605,83.04,5.1196,18.836,18.23,14.244000000000002,0.19904000000000002,0.097597,4.1984,3.9354,3.6066,26.651,0.20694,0.9829200000000001,0.2195,0.90194
310,0.5634600000000001,3.3043,4.7225,0.62175,1.2768,0.77476,1.1133,2.063,0.16618,0.001585,0.000106,1e-06,0.0,0.0,0.0,71.369,73.057,4.6996,16.28,17.327,12.800999999999998,0.26219000000000003,0.047997000000000005,4.6133,5.2238,4.739,32.812,0.19065,0.98505,0.21738000000000002,0.9093700000000001
311,0.4585,3.4074,5.2352,0.72208,1.4455,0.77312,1.1236,2.2631,0.17278,0.0037119999999999996,0.000164,7.000000000000003e-06,0.0,0.0,0.0,75.143,80.0,0.87574,18.180999999999997,18.756,7.3909,0.08618200000000001,-0.021862,12.946,4.0677,3.6777,208.26,0.21591999999999997,0.98126,0.21364,0.89865
312,0.29916,2.0978,6.4811,0.9862799999999999,6.0585,0.7639699999999999,1.0971,1.9754,0.50915,0.23246,0.003019,0.0021739999999999997,4e-06,0.000989,0.0,76.536,78.003,1.0498,16.817999999999998,17.514,5.982,0.29066,0.20501999999999998,7.2372,4.2944,4.0969999999999995,63.36,0.23984,0.9801200000000001,0.22444,0.89484
313,0.28981,2.2378,6.5849,0.9842299999999999,5.6539,0.77471,1.0892,2.0712,0.4704,0.19524,0.001485,0.00114,2e-06,0.00049,0.0,63.297,54.82100000000001,3.727,17.26,21.148000000000003,10.37,0.8564700000000001,0.48707,3.8664,5.7451,4.515,21.404,0.25666,0.9794,0.25095,0.88936
314,0.29006,2.1495,6.5821,0.9850200000000001,5.7992,0.76054,1.1089,2.033,0.49073999999999995,0.21381,0.003312,0.002046,7.000000000000003e-06,0.0008449999999999999,0.0,62.254,55.357,0.5179699999999999,15.578,19.275,3.5741,0.5048600000000001,0.23295,11.853,4.7977,4.1029,217.66,0.23849,0.9832799999999999,0.26369000000000004,0.8988799999999999
315,0.28722,2.1491,6.6145,0.9845200000000001,5.7056,0.73109,1.1018,2.0146,0.50275,0.22351999999999997,0.003824,0.001155,0.0,0.000233,3e-06,76.33,70.023,9.3826,15.345,17.977999999999994,15.034,0.67173,0.18375,1.8838,6.037000000000001,5.3278,6.4827,0.14274,0.99031,0.36254000000000003,0.9372799999999999
316,0.30104000000000003,2.1295,6.4609,0.9862700000000001,6.0559,0.76904,1.0812,1.9761,0.50559,0.2292,0.0012380000000000002,0.000611,0.0,0.000227,0.0,65.118,58.525,1.2121,16.676,19.963,6.5882,1.0007,0.60544,7.0439,6.3319,4.9203,61.773,0.14037,0.9914700000000001,0.39476999999999995,0.9400200000000001
317,0.2838,2.0875,6.6542,0.98774,6.4065,0.7693399999999999,1.1046,1.9946,0.53313,0.25783,0.002386,0.001551,2e-06,0.000713,0.0,64.033,64.057,0.17027,16.636,18.361,2.7246,0.70201,0.55314,22.392,5.1568,4.4945,638.41,0.28985,0.97639,0.23955,0.87697
318,0.272,2.1023,6.7970000000000015,0.98882,6.7061,0.77886,1.1018,2.0158,0.5501,0.27685,0.00014,0.000101,0.0,4.9e-05,0.0,72.683,71.622,2.7489,19.096,20.175,9.4452,0.6993,0.30555,4.7379,4.8789,4.2404,30.320999999999998,0.2986,0.9700799999999999,0.19254000000000002,0.8706200000000001
319,0.27552,2.1588,6.7534,0.9872700000000001,6.2866,0.77174,1.0961,2.0415,0.5220100000000001,0.24625999999999998,0.0004440000000000001,0.000297,0.0,0.000131,0.0,60.65600000000001,58.184,1.0861,20.372,22.018,6.249,0.5815100000000001,0.29391,8.1338,4.5255,3.8078,86.42,0.29222,0.97706,0.20751,0.87271
320,0.30749,2.1992,6.3928,0.98249,5.3673,0.77317,1.1033,2.0453,0.44893999999999995,0.17540999999999998,0.00143,0.0010710000000000001,2e-06,0.00043799999999999997,0.0,72.797,70.595,9.846,16.588,17.91,15.795,0.80282,0.5301600000000001,1.9712,5.2765,4.4355,6.9911,0.24606,0.9777600000000001,0.20486999999999997,0.89026
321,0.27631999999999995,2.1216,6.7437,0.98741,6.3224,0.76097,1.1028,2.0201,0.5322600000000001,0.25631,0.003556,0.0023829999999999997,5e-06,0.001124,-4e-06,59.33600000000001,58.328,0.6681199999999999,18.811,20.13,4.6468,0.43662,0.23243000000000005,10.324000000000002,4.6673,4.0388,143.73,0.18835,0.9890100000000001,0.31443000000000004,0.9212899999999999
322,0.2806,2.1353,6.692,0.98626,6.053,0.73147,1.0895,1.9965,0.5313100000000001,0.25309,0.004809000000000001,0.0007070000000000001,-1e-06,-0.000118,1e-06,57.69300000000001,56.333,0.83601,21.539,23.259,5.2627,0.47024,0.21149,8.8728,4.4675,3.7123,101.81,0.28776,0.98108,0.21305,0.87979
323,0.33426999999999996,2.1122,6.1313,0.9827899999999999,5.4134,0.77632,1.0993,1.9598,0.45069,0.1772,6.3e-05,5.7999999999999994e-05,0.0,2.4e-05,0.0,69.018,63.108999999999995,5.0591,16.419,19.201,11.425,0.7420899999999999,0.31843,2.9522,5.5988,4.8513,13.075,0.24683000000000002,0.98029,0.22291,0.89045
